1	(10.0.0.1)	5.652
2	(172.28.247.195)	16.872999999999998
3	(24.153.95.237)	69.94099999999999
4	(24.124.175.145)	136.65733333333333
5	(24.124.175.145)	106.883
6	(24.124.175.226)	17.163666666666668
7	(24.124.175.226)	60.98866666666666
8	(162.151.49.169)	62.51533333333334
9	(68.86.199.141)	17.290333333333333
10	(199.104.93.22)	63.00533333333333
11	(199.104.93.22)	15.652666666666667
12	(155.99.130.65)	18.624666666666666
13	(155.99.130.65)	21.533333333333335
14	(155.101.127.86)	21.049333333333333
15	(155.101.127.86)	111.02350000000001
