1	(10.0.0.1)	7.332
2	(172.28.247.195)	17.447333333333333
3	(24.153.95.237)	16.958000000000002
4	(24.124.175.145)	17.051333333333332
5	(24.124.175.145)	14.394333333333334
6	(24.124.175.226)	21.413666666666668
7	(24.124.175.226)	21.112
8	(68.86.199.141)	19.359333333333336
9	(68.86.199.141)	22.124666666666666
10	(199.104.93.22)	15.698666666666666
11	(199.104.93.22)	17.642333333333337
12	(155.99.130.67)	18.006666666666664
13	(155.99.130.67)	20.185666666666666
14	(155.101.127.86)	17.680333333333333
15	(155.101.127.86)	20.816499999999998
